Time (s) Z (um)	Deflection (V)
1.28376	-1.0212	-0.895718
1.28452	-1.0199	-0.896939
1.28528	-1.0186	-0.895413
1.28604	-1.0173	-0.891751
1.2868	-1.016	-0.895108
1.28756	-1.0147	-0.892056
1.28832	-1.0134	-0.898465
1.28908	-1.0121	-0.893582
1.28984	-1.0108	-0.895718
1.2906	-1.0095	-0.900906
1.29136	-1.0082	-0.899075
1.29212	-1.0069	-0.892972
1.29288	-1.0056	-0.89816
1.29364	-1.0043	-0.897549
1.2944	-1.003	-0.897244
1.29516	-1.0017	-0.894803
1.29592	-1.0004	-0.897549
1.29668	-0.9991	-0.896939
1.29744	-0.9978	-0.899686
1.2982	-0.9965	-0.900296
1.29896	-0.9952	-0.903653
1.29972	-0.9939	-0.902432
1.30048	-0.9926	-0.901517
1.30124	-0.9913	-0.901517
1.302	-0.99	-0.897549
1.30276	-0.9887	-0.899991
1.30352	-0.9874	-0.89938
1.30428	-0.9861	-0.902127
1.30504	-0.9848	-0.897549
1.3058	-0.9835	-0.903043
1.30656	-0.9822	-0.904569
1.30732	-0.9809	-0.900601
1.30808	-0.9796	-0.901212
1.30884	-0.9783	-0.901517
1.3096	-0.977	-0.89938
1.31036	-0.9757	-0.894192
1.31112	-0.9744	-0.900601
1.31188	-0.9731	-0.89938
1.31264	-0.9718	-0.896634
1.3134	-0.9705	-0.902432
1.31416	-0.9692	-0.898465
1.31492	-0.9679	-0.89938
1.31568	-0.9666	-0.900296
1.31644	-0.9653	-0.903043
1.3172	-0.964	-0.904263
1.31796	-0.9627	-0.89938
1.31872	-0.9614	-0.894498
1.31948	-0.9601	-0.903958
1.32024	-0.9588	-0.904874
1.321	-0.9575	-0.900906
1.32176	-0.9562	-0.896023
1.32252	-0.9549	-0.89877
1.32328	-0.9536	-0.902432
1.32404	-0.9523	-0.898465
1.3248	-0.951	-0.894498
1.32556	-0.9497	-0.896023
1.32632	-0.9484	-0.896634
1.32708	-0.9471	-0.897549
1.32784	-0.9458	-0.89053
1.3286	-0.9445	-0.89877
1.32936	-0.9432	-0.899075
1.33012	-0.9419	-0.902432
1.33088	-0.9406	-0.905484
1.33164	-0.9393	-0.893582
1.3324	-0.938	-0.900296
1.33316	-0.9367	-0.899686
1.33392	-0.9354	-0.900906
1.33468	-0.9341	-0.901517
1.33544	-0.9328	-0.902127
1.3362	-0.9315	-0.9064
1.33696	-0.9302	-0.901212
1.33772	-0.9289	-0.907315
1.33848	-0.9276	-0.902737
1.33924	-0.9263	-0.902432
1.34	-0.925	-0.903348
1.34076	-0.9237	-0.905789
1.34152	-0.9224	-0.902432
1.34228	-0.9211	-0.901822
1.34304	-0.9198	-0.901212
1.3438	-0.9185	-0.905179
1.34456	-0.9172	-0.902432
1.34532	-0.9159	-0.899686
1.34608	-0.9146	-0.896634
1.34684	-0.9133	-0.900906
1.3476	-0.912	-0.900906
1.34836	-0.9107	-0.907315
1.34912	-0.9094	-0.90762
1.34988	-0.9081	-0.909757
1.35064	-0.9068	-0.907315
1.3514	-0.9055	-0.905179
1.35216	-0.9042	-0.894803
1.35292	-0.9029	-0.900601
1.35368	-0.9016	-0.902127
1.35444	-0.9003	-0.901822
1.3552	-0.899	-0.903348
1.35596	-0.8977	-0.899075
1.35672	-0.8964	-0.901517
1.35748	-0.8951	-0.896634
1.35824	-0.8938	-0.903348
1.359	-0.8925	-0.897855
1.35976	-0.8912	-0.89816
1.36052	-0.8899	-0.897244
1.36128	-0.8886	-0.903958
1.36204	-0.8873	-0.903958
1.3628	-0.886	-0.902127
1.36356	-0.8847	-0.900906
1.36432	-0.8834	-0.89877
1.36508	-0.8821	-0.901212
1.36584	-0.8808	-0.89938
1.3666	-0.8795	-0.900296
1.36736	-0.8782	-0.905179
1.36812	-0.8769	-0.902127
1.36888	-0.8756	-0.89816
1.36964	-0.8743	-0.89938
1.3704	-0.873	-0.901517
1.37116	-0.8717	-0.90701
1.37192	-0.8704	-0.901212
1.37268	-0.8691	-0.894498
1.37344	-0.8678	-0.899686
1.3742	-0.8665	-0.905789
1.37496	-0.8652	-0.904569
1.37572	-0.8639	-0.902127
1.37648	-0.8626	-0.902127
1.37724	-0.8613	-0.9064
1.378	-0.86	-0.894498
1.37876	-0.8587	-0.895413
1.37952	-0.8574	-0.903958
1.38028	-0.8561	-0.907926
1.38104	-0.8548	-0.90762
1.3818	-0.8535	-0.901212
1.38256	-0.8522	-0.897549
1.38332	-0.8509	-0.900906
1.38408	-0.8496	-0.902737
1.38484	-0.8483	-0.900601
1.3856	-0.847	-0.905179
1.38636	-0.8457	-0.902432
1.38712	-0.8444	-0.89816
1.38788	-0.8431	-0.899075
1.38864	-0.8418	-0.897549
1.3894	-0.8405	-0.898465
1.39016	-0.8392	-0.897549
1.39092	-0.8379	-0.901822
1.39168	-0.8366	-0.901212
1.39244	-0.8353	-0.905789
1.3932	-0.834	-0.899991
1.39396	-0.8327	-0.89938
1.39472	-0.8314	-0.902737
1.39548	-0.8301	-0.903653
1.39624	-0.8288	-0.904569
1.397	-0.8275	-0.900906
1.39776	-0.8262	-0.89938
1.39852	-0.8249	-0.899991
1.39928	-0.8236	-0.9064
1.40004	-0.8223	-0.902737
1.4008	-0.821	-0.902432
1.40156	-0.8197	-0.901822
1.40232	-0.8184	-0.905179
1.40308	-0.8171	-0.906705
1.40384	-0.8158	-0.903043
1.4046	-0.8145	-0.903043
1.40536	-0.8132	-0.901517
1.40612	-0.8119	-0.903348
1.40688	-0.8106	-0.900601
1.40764	-0.8093	-0.902432
1.4084	-0.808	-0.903653
1.40916	-0.8067	-0.89938
1.40992	-0.8054	-0.899686
1.41068	-0.8041	-0.903043
1.41144	-0.8028	-0.900906
1.4122	-0.8015	-0.900601
1.41296	-0.8002	-0.902432
1.41372	-0.7989	-0.906705
1.41448	-0.7976	-0.902127
1.41524	-0.7963	-0.903653
1.416	-0.795	-0.905179
1.41676	-0.7937	-0.907926
1.41752	-0.7924	-0.903043
1.41828	-0.7911	-0.903348
1.41904	-0.7898	-0.912198
1.4198	-0.7885	-0.911588
1.42056	-0.7872	-0.90701
1.42132	-0.7859	-0.903348
1.42208	-0.7846	-0.900906
1.42284	-0.7833	-0.903958
1.4236	-0.782	-0.900601
1.42436	-0.7807	-0.905179
1.42512	-0.7794	-0.903958
1.42588	-0.7781	-0.89816
1.42664	-0.7768	-0.900601
1.4274	-0.7755	-0.900296
1.42816	-0.7742	-0.898465
1.42892	-0.7729	-0.906095
1.42968	-0.7716	-0.905789
1.43044	-0.7703	-0.904569
1.4312	-0.769	-0.909757
1.43196	-0.7677	-0.90701
1.43272	-0.7664	-0.902737
1.43348	-0.7651	-0.904263
1.43424	-0.7638	-0.904874
1.435	-0.7625	-0.902737
1.43576	-0.7612	-0.901517
1.43652	-0.7599	-0.905179
1.43728	-0.7586	-0.904263
1.43804	-0.7573	-0.901517
1.4388	-0.756	-0.903653
1.43956	-0.7547	-0.909146
1.44032	-0.7534	-0.89877
1.44108	-0.7521	-0.896939
1.44184	-0.7508	-0.899686
1.4426	-0.7495	-0.903653
1.44336	-0.7482	-0.90701
1.44412	-0.7469	-0.911283
1.44488	-0.7456	-0.912198
1.44564	-0.7443	-0.909757
1.4464	-0.743	-0.906095
1.44716	-0.7417	-0.903043
1.44792	-0.7404	-0.906705
1.44868	-0.7391	-0.908536
1.44944	-0.7378	-0.902737
1.4502	-0.7365	-0.901212
1.45096	-0.7352	-0.906705
1.45172	-0.7339	-0.904263
1.45248	-0.7326	-0.896329
1.45324	-0.7313	-0.903653
1.454	-0.73	-0.904569
1.45476	-0.7287	-0.903958
1.45552	-0.7274	-0.902737
1.45628	-0.7261	-0.90701
1.45704	-0.7248	-0.896329
1.4578	-0.7235	-0.897549
1.45856	-0.7222	-0.897244
1.45932	-0.7209	-0.899075
1.46008	-0.7196	-0.900906
1.46084	-0.7183	-0.898465
1.4616	-0.717	-0.893887
1.46236	-0.7157	-0.894498
1.46312	-0.7144	-0.897855
1.46388	-0.7131	-0.899075
1.46464	-0.7118	-0.897855
1.4654	-0.7105	-0.893277
1.46616	-0.7092	-0.89877
1.46692	-0.7079	-0.899991
1.46768	-0.7066	-0.905179
1.46844	-0.7053	-0.906705
1.4692	-0.704	-0.9064
1.46996	-0.7027	-0.901822
1.47072	-0.7014	-0.89938
1.47148	-0.7001	-0.902127
1.47224	-0.6988	-0.89877
1.473	-0.6975	-0.89877
1.47376	-0.6962	-0.897244
1.47452	-0.6949	-0.896939
1.47528	-0.6936	-0.893277
1.47604	-0.6923	-0.894803
1.4768	-0.691	-0.89877
1.47756	-0.6897	-0.89938
1.47832	-0.6884	-0.899075
1.47908	-0.6871	-0.897549
1.47984	-0.6858	-0.896023
1.4806	-0.6845	-0.895413
1.48136	-0.6832	-0.900906
1.48212	-0.6819	-0.902737
1.48288	-0.6806	-0.904569
1.48364	-0.6793	-0.902432
1.4844	-0.678	-0.900296
1.48516	-0.6767	-0.902127
1.48592	-0.6754	-0.895413
1.48668	-0.6741	-0.901822
1.48744	-0.6728	-0.897549
1.4882	-0.6715	-0.896023
1.48896	-0.6702	-0.899991
1.48972	-0.6689	-0.903653
1.49048	-0.6676	-0.908536
1.49124	-0.6663	-0.908536
1.492	-0.665	-0.896329
1.49276	-0.6637	-0.899991
1.49352	-0.6624	-0.900601
1.49428	-0.6611	-0.897549
1.49504	-0.6598	-0.901212
1.4958	-0.6585	-0.896329
1.49656	-0.6572	-0.900601
1.49732	-0.6559	-0.900296
1.49808	-0.6546	-0.901212
1.49884	-0.6533	-0.905789
1.4996	-0.652	-0.902737
1.50036	-0.6507	-0.89938
1.50112	-0.6494	-0.9064
1.50188	-0.6481	-0.903958
1.50264	-0.6468	-0.903348
1.5034	-0.6455	-0.905484
1.50416	-0.6442	-0.908841
1.50492	-0.6429	-0.902127
1.50568	-0.6416	-0.899991
1.50644	-0.6403	-0.896023
1.5072	-0.639	-0.89877
1.50796	-0.6377	-0.902432
1.50872	-0.6364	-0.901822
1.50948	-0.6351	-0.896939
1.51024	-0.6338	-0.896939
1.511	-0.6325	-0.900906
1.51176	-0.6312	-0.902127
1.51252	-0.6299	-0.896329
1.51328	-0.6286	-0.891446
1.51404	-0.6273	-0.894192
1.5148	-0.626	-0.895108
1.51556	-0.6247	-0.896634
1.51632	-0.6234	-0.898465
1.51708	-0.6221	-0.893277
1.51784	-0.6208	-0.895718
1.5186	-0.6195	-0.896634
1.51936	-0.6182	-0.902432
1.52012	-0.6169	-0.89114
1.52088	-0.6156	-0.892361
1.52164	-0.6143	-0.889615
1.5224	-0.613	-0.886868
1.52316	-0.6117	-0.893887
1.52392	-0.6104	-0.890835
1.52468	-0.6091	-0.892056
1.52544	-0.6078	-0.89053
1.5262	-0.6065	-0.895108
1.52696	-0.6052	-0.890835
1.52772	-0.6039	-0.891751
1.52848	-0.6026	-0.889615
1.52924	-0.6013	-0.891446
